Date,Language,Title,Quote,Reflection Text,Reference
2025-01-04,french,PARTOUT OÙ JE SUIS,"Nous croyons que d’arrêter de boire n’est que le début. Il est encore plus important de mettre nos principes à l’œuvre dans nos propres foyers, dans nos activités et notre travail.","Il m’est habituellement assez facile d’être aimable avec mes frères et sœurs AA. Tout en travaillant au maintien de ma sobriété, je célèbre en leur compagnie notre délivrance commune de l’enfer de l’alcool. Souvent, il n’est pas si difficile de répandre la bonne nouvelle parmi mes amis, anciens et nouveaux, dans le mouvement.","LES ALCOOLIQUES ANONYMES, P. 22"
2025-01-04,spanish,EMPIEZA DONDE ESTÁS,"Creemos que el abstenernos de beber no es más que el principio. Una demostración más importante de nuestros principios nos espera en nuestros respectivos hogares, ocupaciones y asuntos.","Generalmente me resulta fácil ser agradable con la gente en el ambiente de A.A. Mientras trabajo por mantenerme sobrio, estoy celebrando con mis compañeros de A.A. nuestra liberación común del infierno de la bebida. Frecuentemente no es tan difícil difundir buenas noticias entre mis viejos y nuevos amigos en el programa.","ALCOHÓLICOS ANÓNIMOS, p. 19"
2025-01-05,english,TOTAL ACCEPTANCE,He cannot picture life without alcohol. Some day he will be unable to imagine life either with alcohol or without it. Then he will know loneliness such as few do. He will be at the jumping-off place. He will wish for the end.,"Only an alcoholic can understand the exact meaning of a statement like this one. The double standard that held me captive as an active alcoholic also filled me with terror and confusion: ""If I don't get a drink I'm going to die,"" competed with ""If I continue drinking it's going to kill me."" Both compulsive thoughts pushed me ever closer to the bottom. That bottom produced a total acceptance of my alcoholism—with no reservations whatsoever—and one that was absolutely essential for my recovery. It was a dilemma unlike anything I had ever faced, but as I found out later on, a necessary one if I was to succeed in this program.","ALCOHOLICS ANONYMOUS, p. 152"
2025-01-05,french,LA PLEINE ACCEPTATION,"Il ne peut imaginer la vie sans alcool. Un jour viendra où il sera incapable d’imaginer la vie ni avec, ni sans l’alcool. Alors il connaîtra la solitude comme bien peu de gens la connaissent. Il se trouvera au bord du gouffre. Il souhaitera en finir avec la vie.","Seul un alcoolique peut comprendre le sens exact d’une telle affirmation. Le dilemme dans lequel je me sentais emprisonné lorsque je buvais me remplissait de terreur et de confusion. J’étais coincé entre : « Il me faut un verre sinon je vais mourir » et « Si je continue, l’alcool finira par me tuer ». Ces deux obsessions me faisaient descendre de plus en plus bas chaque jour. Et c’est en touchant le fond que j’en suis venu à la pleine acceptation de mon alcoolisme, sans réserve aucune – une acceptation absolument indispensable à mon rétablissement. Je n’avais jamais été confronté à un dilemme si angoissant mais comme je m’en suis rendu compte par la suite, il était nécessaire à ma réussite dans le programme.","LES ALCOOLIQUES ANONYMES, P. 171"
2025-01-05,spanish,ACEPTACIÓN TOTAL,No puede concebir la vida sin alcohol. Llegará el día en que no podrá concebirla sin éste ni con éste. Entonces conocerá como pocos la soledad. Estará en el momento de dar el salto al otro lado. Deseará que llegue el fin.,"Solamente un alcohólico puede entender el significado exacto de una declaración como ésta. El dilema que me mantenía cautivo como alcohólico activo también me llenaba de terror y confusión: “Si no me tomo un trago me voy a morir”, competía con “si continúo bebiendo, esto me va a matar”. Ambos pensamientos obsesivos me empujaban aun más cerca del fondo. Ese fondo produjo una total aceptación de mi alcoholismo —sin reserva alguna— y esto fue absolutamente esencial para mi recuperación. Con esto, me veía enfrentado a un dilema sin parecido a ninguna experiencia anterior; pero, como llegué a entender más tarde, era necesario enfrentarlo si había de tener éxito en este programa.","ALCOHÓLICOS ANÓNIMOS, p. 152"
2025-01-06,english,THE VICTORY OF SURRENDER,We perceive that only through utter defeat are we able to take our first steps toward liberation and strength. Our admissions of personal powerlessness finally turn out to be firm bedrock upon which happy and purposeful lives may be built.,"When alcohol influenced every facet of my life, when bottles became the symbol of all my self indulgence and permissiveness, when I came to realize that, by myself, I could do nothing to overcome the power of alcohol, I realized I had no recourse except surrender. In surrender I found victory—victory over my selfish self-indulgence, victory over my stubborn resistance to life as it was given to me. When I stopped fighting anybody or anything, I started on the path to sobriety, serenity and peace.","TWELVE STEPS AND TWELVE TRADITIONS, p. 21"
2025-01-06,french,"LA CAPITULATION, UNE VICTOIRE",Nous nous rendons compte que seule la défaite totale peut nous permettre de nous engager sur la voie de la liberté et de la force. L’aveu de notre impuissance se transforme en solides fondations sur lesquelles nous pouvons construire une vie heureuse et utile.,"Quand l’alcool s’est mis à influer sur toutes les facettes de ma vie, quand la bouteille est devenue le symbole de ma complaisance et de mon attitude permissive envers moi-même, quand je me suis aperçu que, tout seul, je ne pouvais rien contre la puissance de l’alcool, j’ai dû admettre que je n’avais plus qu’un recours : capituler. Dans la capitulation, j’ai trouvé la victoire. Victoire sur ma complaisance envers moi-même, victoire sur mon entêtement à résister à la vie telle qu’elle m’avait été donnée. Après avoir cessé de me battre contre tout et contre tous, je me suis retrouvé sur le sentier de la sobriété, de la sérénité et de la paix.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 23"
2025-01-06,spanish,LA VICTORIA DE LA RENDICIÓN,"Nos damos cuenta de que sólo por medio de la derrota total, podemos dar nuestros primeros pasos hacia la liberación y la fortaleza. La admisión de nuestra impotencia personal resulta ser a fin de cuentas la base segura sobre la que se puede construir una vida feliz y útil.","Cuando el alcohol influenciaba en todas las facetas de mi vida, cuando las botellas se convirtieron en símbolos de mi libertinaje y de la satisfacción inmoderada de mis deseos, cuando me di cuenta de que, por mí mismo, no podía hacer nada para sobreponerme al poder del alcohol, me di cuenta que no tenía otro recurso que la rendición. En la rendición encontré la victoria — victoria sobre mi egoísta inmoderación, victoria sobre mi necia resistencia a la vida tal como se me había dado. Cuando dejé de pelear con todos y con todo, empecé mi caminar por el sendero de la sobriedad, de la serenidad y de la paz.","DOCE PASOS Y DOCE TRADICIONES, p. 19"
2025-01-07,english,AT THE TURNING POINT,Half measures availed us nothing. We stood at the turning point. We asked His protection and care with complete abandon.,"Every day I stand at turning points. My thoughts and actions can propel me toward growth or turn me down the road to old habits and to booze. Sometimes turning points are beginnings, as when I decide to start praising, instead of condemning someone. Or when I begin to ask for help instead of going it alone. At other times turning points are endings, such as when I see clearly the need to stop festering resentments or crippling self-seeking. Many shortcomings tempt me daily; therefore, I also have daily opportunities to become aware of them. In one form or another, many of my character defects appear daily: self-condemnation, anger, running away, being prideful, wanting to get even, or acting out of grandiosity.","ALCOHOLICS ANONYMOUS, p. 59"
2025-01-07,french,À UN TOURNANT,Les demi-mesures ne nous ont rien donné. Nous nous trouvions à un tournant de notre vie. Nous avons demandé Sa protection et Son aide et nous nous sommes abandonnés à Lui complètement.,"Tous les jours, je me retrouve à un tournant. Mes pensées et mes actions peuvent me propulser vers la croissance ou me ramener en arrière, sur la route des vieilles habitudes et de l’alcool. Parfois, les tournants sont des débuts, comme lorsque je décide de féliciter quelqu’un plutôt que de le condamner, ou lorsque je commence à demander de l’aide plutôt que de vouloir m’en sortir seul. D’autres fois, les tournants sont des fins, comme quand je vois qu’il est temps de cesser de couver ma rancœur ou mon égoïsme paralysant. Chaque jour, mes défauts tentent de se manifester, ce qui me donne de nombreuses occasions d’en prendre conscience. Ils surgissent tous sous une forme ou sous une autre : culpabilité, colère, fuite, orgueil, désir de vengeance, folie des grandeurs.","LES ALCOOLIQUES ANONYMES, P. 66"
2025-01-07,spanish,EN EL PUNTO DE CAMBIO,"Las medidas parciales no nos sirvieron para nada. Estábamos en el punto de cambio. Entregándonos totalmente, le pedimos a Dios su protección y cuidado.","Todos los días yo me encuentro en momentos decisivos. Mis pensamientos y mis acciones pueden impulsarme hacia el desarrollo o encaminarme a las viejas costumbres y a la bebida. Algunas veces los momentos decisivos son comienzos, como cuando empiezo a encomiar, en lugar de criticar a alguien. O cuando empiezo a pedir ayuda en lugar de intentarlo solo. Otras veces los momentos decisivos son finales, tales como cuando veo claramente la necesidad de dejar de alimentar resentimientos o el egoísmo. Muchos defectos me tientan diariamente; por esto yo tengo también oportunidades diarias para darme cuenta de ellos. De una u otra manera, muchos de mis defectos de carácter aparecen diariamente: la autocondena, la ira, la evasión, la soberbia, el deseo de desquitarme y la grandiosidad.","ALCOHÓLICOS ANÓNIMOS, p. 59"
2025-01-08,english,DO I HAVE A CHOICE?,"The fact is that most alcoholics, for reasons yet obscure, have lost the power of choice in drink. Our so-called will power becomes practically nonexistent.",My powerlessness over alcohol does not cease when I quit drinking. In sobriety I still have no choice — I can't drink.,"ALCOHOLICS ANONYMOUS, p. 24"
2025-01-08,french,AI-JE LE CHOIX ?,"Nous sommes forcés de reconnaître que la plupart d’entre nous, alcooliques, pour une raison inconnue, avons perdu notre liberté de choix devant l’alcool ; notre volonté n’existe à peu près plus.","Mon impuissance devant l’alcool ne disparaît pas lorsque je cesse de boire. Même abstinent, je continue de ne pas avoir le choix. Je ne peux pas boire.","LES ALCOOLIQUES ANONYMES, P. 27"
2025-01-08,spanish,¿TENGO UNA OPCIÓN?,"El hecho es que la mayoría de los alcohólicos, por razones que todavía son oscuras, cuando se trata de beber han perdido su capacidad para elegir. Nuestra llamada fuerza de voluntad se vuelve inexistente.","Mi impotencia ante el alcohol no cesa cuando yo dejo de beber. En sobriedad, yo todavía no tengo opción — no puedo beber.","ALCOHÓLICOS ANÓNIMOS, p. 24"
2025-01-09,english,AN ACT OF PROVIDENCE,"It is truly awful to admit that, glass in hand, we have warped our minds into such an obsession for destructive drinking that only an act of Providence can remove it from us.","My act of Providence, (a manifestation of divine care and direction), came as I experienced the total bankruptcy of active alcoholism—everything meaningful in my life was gone. I telephoned Alcoholics Anonymous and, from that instant, my life has never been the same. When I reflect on that very special moment, I know that God was working in my life long before I was able to acknowledge and accept spiritual concepts. The glass was put down through this one act of Providence and my journey into sobriety began. My life continues to unfold with divine care and direction. Step One, in which I admitted I was powerless over alcohol, that my life had become unmanageable, takes on more meaning for me—one day at a time—in the life-saving, life-giving Fellowship of Alcoholics Anonymous.","TWELVE STEPS AND TWELVE TRADITIONS, p. 21"
2025-01-09,french,UN ACTE PROVIDENTIEL,"Il est vraiment intolérable d’admettre que nous avons pu, le verre à la main, nous fausser l’esprit au point d’être hantés par une telle obsession destructrice de boire que seul un acte de la Providence pourrait nous en libérer.","Dans mon cas, l’acte providentiel (manifestation de la présence attentive d’une Puissance supérieure qui nous guide) est survenu lorsque j’ai constaté que mon alcoolisme m’avait conduit à la faillite. J’avais perdu tout ce qui comptait pour moi. J’ai téléphoné aux Alcooliques anonymes et depuis cet instant, ma vie s’est transformée. En repensant à ce moment très spécial, je m’aperçois que Dieu avait commencé à agir dans ma vie bien avant que je sois capable de reconnaître et d’accepter ses concepts spirituels. Grâce à cet acte providentiel, j’ai déposé mon verre et entrepris mon voyage vers la sobriété. Ma vie continue de se dérouler sous la gouverne et les bons soins d’une Puissance supérieure. J’ai admis que j’étais impuissant devant l’alcool, que j’avais perdu la maîtrise de ma vie, et cette Première Étape prend pour moi tout son sens – un jour à la fois – au sein du mouvement secourable et vivifiant des Alcooliques anonymes.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 23"
2025-01-09,spanish,UN ACTO DE LA PROVIDENCIA,"Es verdaderamente horrible admitir que, con una copa en la mano, hemos deformado nuestra mente hasta tener una obsesión por beber tan destructiva que sólo un acto de la Providencia puede librarnos de ella.","Para mí, el acto de la Providencia, (una manifestación de cuidado y dirección divina), ocurrió cuando yo experimentaba la quiebra total del alcoholismo activo — todo lo significativo de mi vida había desaparecido. Llamé por teléfono a Alcohólicos Anónimos y, desde ese instante, mi vida nunca ha sido la misma. Al reflexionar sobre ese momento muy especial, sé que Dios estaba trabajando en mi vida mucho antes de que yo reconociera y aceptara conceptos espirituales. Mediante este único acto de la Providencia pude quitarme de la bebida y empezar mi viaje hacia la sobriedad. Mi vida continúa desarrollándose con cuidado y dirección divina. El Paso Uno, admitir que yo era impotente ante el alcohol, y que mi vida se había vuelto ingobernable, cobra cada día más sentido para mí en la Comunidad salvadora y vivificadora de Alcohólicos Anónimos.","DOCE PASOS Y DOCE TRADICIONES, p. 19"
2025-01-10,english,UNITED WE STAND,"We learned that we had to fully concede to our innermost selves that we were alcoholics. This is the first step in recovery. The delusion that we are like other people, or presently may be, has to be smashed.","I came to Alcoholics Anonymous because I was no longer able to control my drinking. It was either my wife's complaining about my drinking, or maybe the sheriff forced me to go to A.A. meetings, or perhaps I knew, deep down inside, that I couldn't drink like others, but I was unwilling to admit it because the alternative terrified me. Alcoholics Anonymous is a fellowship of men and women united against a common, fatal disease. Each one of our lives is linked to every other, much like the survivors on a life raft at sea. If we all work together, we can get safely to shore.","ALCOHOLICS ANONYMOUS, p. 30"
2025-01-10,french,L’UNION FAIT LA FORCE,"Nous avons appris à accepter, jusqu’au plus profond de notre être, que nous étions alcooliques. C’est la première étape vers le rétablissement. Toute illusion que nous sommes comme les autres ou qu’un jour nous le deviendrons doit être dissipée.","Je suis venu chez les Alcooliques anonymes parce que je ne pouvais plus contrôler ma consommation d’alcool. Peut-être que ma femme se plaignait de mon alcoolisme, ou que le tribunal m’a forcé à assister aux réunions des AA, ou que dans mon for intérieur, je savais que je ne pouvais pas boire comme les autres, mais je ne voulais pas l’admettre parce que l’alternative me terrifiait. Alcooliques anonymes est un mouvement d’hommes et de femmes qui unissent leurs efforts pour lutter contre une maladie commune et mortelle. La vie de chacun est liée à celle des autres, un peu comme des naufragés qui se retrouvent sur un radeau en pleine mer ; si nous unissons nos efforts, nous pouvons arriver à bon port.","LES ALCOOLIQUES ANONYMES, P. 34"
2025-01-10,spanish,UNIDOS NOS MANTENEMOS,"Llegamos a comprender que teníamos que admitir plenamente, en lo más profundo de nuestro ser, que éramos alcohólicos. Este es el primer paso hacia la recuperación. Hay que acabar con la ilusión de que somos como la demás gente, o de que pronto lo seremos.","Vine a Alcohólicos Anónimos porque ya no podía controlarme bebiendo. Puede que fuese por las quejas de mi esposa por mi costumbre de beber, o quizá porque la policía me obligaba a asistir a las reuniones de A.A. o tal vez, porque en lo más íntimo de mi propio ser, me daba cuenta de que no podía beber como las demás personas y no estaba dispuesto a admitirlo porque la alternativa me aterraba. Alcohólicos Anónimos es una comunidad de hombres y mujeres unidos contra una enfermedad común y mortal. Nuestras vidas están vinculadas unas con otras y somos como un grupo de náufragos en una balsa salvavidas en alta mar. Si trabajamos unidos, podemos llegar sanos y salvos, a tierra firme.","ALCOHÓLICOS ANÓNIMOS, p. 30"
2025-01-11,english,THE 100% STEP,"Only Step One, where we made the 100 percent admission we were powerless over alcohol, can be practiced with absolute perfection.","Long before I was able to obtain sobriety in A.A., I knew without a doubt that alcohol was killing me, yet even with this knowledge, I was unable to stop drinking. So, when faced with Step One, I found it easy to admit that I lacked the power to not drink. But was my life unmanageable? Never! Five months after coming into A.A., I was drinking again and wondered why.","TWELVE STEPS AND TWELVE TRADITIONS, p. 68"
2025-01-11,french,L’ÉTAPE DU CENT POUR CENT,"Seule la Première Étape, où nous avons admis à cent pour cent notre impuissance devant l’alcool, peut être pratiquée à la perfection.","Bien avant de devenir abstinent chez les AA, je savais sans l’ombre d’un doute que l’alcool était en train de me tuer ; mais même en sachant cela, j’étais incapable d’arrêter de boire. Alors, face à la Première Étape, je n’ai pas eu de mal à admettre que j’étais incapable de ne pas boire. Mais est-ce que j’avais perdu la maîtrise de ma vie ? Absolument pas ! Cinq mois après mon entrée chez les AA, j’avais recommencé à boire et je me demandais pourquoi.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 79"
2025-01-11,spanish,EL PASO CIEN POR CIEN,"Solamente el Primer Paso, en el que admitimos sin reserva alguna que éramos impotentes ante el alcohol, se puede practicar con perfección absoluta.","Mucho antes de que yo lograra la sobriedad en A.A., sabía sin duda alguna que el alcohol me estaba matando; sin embargo, aun con este conocimiento, yo era incapaz de dejar de beber. Así que, cuando me enfrenté al Paso Uno, me resultó fácil admitir que no tenía la capacidad para no tomar. ¿Pero era mi vida ingobernable? ¡Qué va! Cinco meses después de llegar a A.A., estaba bebiendo otra vez y me preguntaba por qué.","DOCE PASOS Y DOCE TRADICIONES, p. 65"
2025-01-12,english,ACCEPTING OUR PRESENT CIRCUMSTANCES,"Our very first problem is to accept our present circumstances as they are, ourselves as we are, and the people about us as they are. This is to adopt a realistic humility without which no genuine advance can even begin. Again and again, we shall need to return to that unflattering point of departure. This is an exercise in acceptance that we can profitably practice every day of our lives.","When I am having a difficult time accepting people, places or events, I turn to this passage and it relieves me of many an underlying fear regarding others, or situations life presents me. The thought allows me to be human and not perfect, and to regain my peace of mind.","Provided we strenuously avoid turning these realistic surveys of the facts of life into unrealistic alibis for apathy or defeatism, they can be the sure foundation upon which increased emotional health and therefore spiritual progress can be built."
2025-01-12,french,ACCEPTER,"Notre tout premier problème est d’accepter notre situation telle qu’elle est, de nous accepter tels que nous sommes et d’accepter ceux qui nous entourent comme ils sont. Ceci afin d’adopter une attitude d’humilité réaliste, sans laquelle aucun progrès véritable ne peut commencer. Il nous faudra constamment retourner à ce point de départ peu flatteur. C’est un exercice d’acceptation que nous pouvons pratiquer avec profit chaque jour de notre vie.","Quand j’ai de la difficulté à accepter les gens, les lieux et les événements, je relis ce passage et je me sens libéré de toutes les peurs que m’inspirent les autres ou les situations dans lesquelles me place la vie. Cette réflexion me permet de me considérer comme un être humain toujours imparfait, et de recouvrer ma paix d’esprit.","Pourvu que nous évitions avec soin de transformer cet inventaire réaliste de notre vie en une recherche fantaisiste d’alibis pour couvrir notre défaitisme ou notre inactivité, un tel inventaire peut devenir la source d’une saine émotivité et, par conséquent, de notre progrès spirituel."
2025-01-12,spanish,ACEPTAR NUESTRAS CIRCUNSTANCIAS ACTUALES,"Nuestro primer problema es aceptar nuestras circunstancias actuales, tales como son, a nosotros mismos, tales como somos, y a la gente alrededor nuestro tal como es. Esto es adoptar una humildad realista, sin la cual no se puede empezar a hacer progresos. Una y otra vez, tendremos que volver a este punto de partida poco halagüeño. Es un ejercicio de aceptación que podemos practicar provechosamente cada día de nuestras vidas.","Cuando me resulta difícil aceptar a la gente, los lugares y los acontecimientos, vuelvo a leer estos párrafos y me libran de muchos de los temores ocultos que tengo respecto a otra gente o a las circunstancias que la vida me presenta. Este pensamiento me hace posible ser humano y no perfecto, y recobrar la tranquilidad de espíritu.","Estos reconocimientos realistas de los hechos de la vida, siempre que evitemos diligentemente convertirlos en pretextos poco realistas para la apatía y el derrotismo, pueden ofrecernos una base segura, sobre la cual se puede establecer una más estable salud emocional y, por lo tanto, un más amplio progreso espiritual."
2025-01-13,english,IT DOESN'T HAPPEN OVERNIGHT,We are not cured of alcoholism. What we really have is a daily reprieve contingent on the maintenance of our spiritual condition.,"The most common alcoholic fantasy seems to be: ""If I just don't drink, everything will be all right."" Once the fog cleared for me, I saw—for the first time—the mess my life had become. I had family, work, financial and legal problems; I was hung up on old religious ideas; there were sides of my character to which I was inclined to stay blind because they easily could have convinced me that I was hopeless and pushed me toward escape again. The Big Book guided me in resolving all of my problems. But it didn't happen overnight—and certainly not automatically—with no effort on my part. I need always to recognize God's mercy and blessings that shine through any problem I have to face.","ALCOHOLICS ANONYMOUS, p. 85"
2025-01-13,french,ON NE GUÉRIT PAS DU JOUR AU LENDEMAIN,"Nous ne sommes pas guéris de l’alcoolisme ; nous bénéficions seulement d’un sursis quotidien, lequel dépend du maintien de notre forme spirituelle.","Le fantasme le plus courant chez les alcooliques semble être celui-ci : « Pourvu que je ne boive pas, tout ira bien. » Quant à moi, une fois que le brouillard s’est dissipé, j’ai pu voir pour la première fois le gâchis qu’était devenue ma vie. J’avais des problèmes familiaux, professionnels, financiers et juridiques ; je m’accrochais encore à de vieux préjugés religieux ; j’avais tendance à fermer les yeux sur certains aspects de ma personnalité, car ils auraient facilement pu me convaincre que j’étais un cas désespéré et qu’il ne me restait plus qu’à m’évader, encore une fois. Le Gros Livre m’a guidé dans la solution de tous mes problèmes. Mais cela ne s’est pas fait du jour au lendemain, automatiquement et sans efforts de ma part. Je dois toujours reconnaître la clémence et la grâce de Dieu qui me soutiennent dans tous les problèmes auxquels je fais face.","LES ALCOOLIQUES ANONYMES, P. 96"
2025-01-13,spanish,NO SUCEDE DE LA NOCHE A LA MAÑANA,"No estamos curados del alcoholismo. Lo que en realidad tenemos es una suspensión diaria de nuestra sentencia, que depende del mantenimiento de nuestra condición espiritual.","La fantasía alcohólica más común parece ser: “Con que sencillamente no beba, todo estará muy bien”. Una vez que se me aclaró la niebla, vi —por primera vez— el desastre en que se había convertido mi vida. Tenía problemas familiares, económicos, legales y profesionales; tenía dudas provocadas por viejas ideas religiosas; había aspectos de mi carácter a los que tenía tendencia a hacer la vista gorda porque fácilmente me podrían haber convencido de que era un desahuciado y haberme impulsado nuevamente a escapar. El Libro Grande me servía como guía para solucionar todos mis problemas. Pero no sucedió de la noche a la mañana — ni tampoco automáticamente, sin que yo hiciera un esfuerzo. Siempre tengo que reconocer la misericordia y las bendiciones de Dios que brillan a través de cualquier problema que tenga que enfrentar.","ALCOHÓLICOS ANÓNIMOS, p. 85"
